,symbol,name,price,volume_24,perc_change_24h,market_cap,perc_change_1h,volume_24h
1879,ONL,On.Live,0.024461,,0.0,528903.1437842938,0.0,0.0
1880,ART,Maecenas,0.00769962401037,,25.57071176,530343.2289893822,10.52134178,727.25242313
1881,A,Alpha Token,0.01516147813644,,5.02737453,526584.803211669,-0.10096772,51.95800654
1882,ARCO,AquariusCoin,0.15228453524089,,17.53356821,530783.1836222456,-1.54502425,0.0
1883,SWT,Swarm City,0.06152441187657,,4.30724232,525176.8638982369,-0.12200753,0.08028937
1884,PRIA,PRIA,7.55267861448949,,1.5168417,523823.57798653306,-0.80590167,3682.4157742
1885,GMB,GMB,0.00101132346872,,-22.24470739,523215.17366290273,-0.0252356,8.43544905
1886,USDS,Stably USD,1.07822990851761,,-1.5139315,517892.0035870519,0.19366905,1318.11004478
1887,VIKKY,VikkyToken,0.00013832145445,,442.24580959,515535.47749337554,-0.11750618,0.0
1888,ROT,Rotten,0.00622825078234,,3.24654605,514707.10532734,-0.77453244,1743.10970897
1889,BEET,Beetle Coin,0.00194063917865,,78.14779123,514561.9333233208,53.70055378,345365.5998308
1890,DIT,Digital Insurance Token,0.00228186482598,,6.25798163,512608.4661696753,-0.07865084,40.89746733
1891,BBK,Bitblocks,0.00189518476705,,5.06810955,512037.8548461614,-0.10096772,61.0688734
1892,IDT,InvestDigital,0.00415328851087,,15.06934801,508007.8626922266,8.40686277,145266.79684911
1893,CRAD,CryptoAds Marketplace,0.03581101388516,,-0.34553345,510877.88285790104,-0.05292445,11.18377672
1894,ELET,Elementeum,0.09714773028891,,6.35081515,507413.6058281409,-1.00892073,0.0
1895,HSC,HashCoin,3.939232555e-05,,6.05516106,506739.38278042804,-0.09759845,30598.46257338
1896,PYRK,Pyrk,0.03220203292399,,380.30926692,508212.2823437044,2.98831816,858.85098543
1897,SCT,Clash Token,0.28551741004081,,7.54967511,504366.5048265695,-1.35891381,620.97410794
1898,TUP,TenUp,0.02914618633749,,17.82281488,501431.6455558632,-1.93412519,198.94827837
1899,IBFK,İstanbul Başakşehir Fan Token,2.47206045174157,,5.37290785,499638.02614329563,0.45432301,0.0
1900,MMO,MMOCoin,0.00721259063042,,-17.26446984,493614.7004402591,-0.08548751,26.47886436
1901,ETHV,Ethverse,0.045182451469,,-31.57827784,491782.52712200047,0.13882465,2359.0882955
1902,PHT,Lightstreams,0.01067733466609,,0.13668987,492919.23800899845,-7.84147318,265.26181055
1903,INN,Innova,0.07095270111407,,-1.37913833,489699.28983025445,-0.01755497,76.76871661
1904,NOR,Noir,0.02389060103617,,4.85188355,489702.84418787924,-0.08852207,840.20340784
1905,EVY,EveryCoin ,5.204992878e-05,,17.56338814,488228.3319564,0.89003116,184751.31797497
1906,DOPE,DopeCoin,0.00417137496401,,28.15230597,487405.2587432402,9.9026259,10970.71615536
1907,MAS,MidasProtocol,0.00247103946899,,-8.68090174,483188.3463537065,-0.12191555,0.0
1908,HQX,HOQU,0.00282147185477,,8.25552304,477235.0852250829,-0.17874486,1619995.08994652
1909,RBT,Rabbit token,2.38840172e-05,,-1.53211178,477680.344,-3.25610232,207550.75093949
1910,VIP,Limitless VIP,0.00037921590582,,4.8518867,477742.4301862322,-0.08852191,0.0
1911,TNC,Trinity Network Credit,0.0014191183244,,-0.98578692,473039.4409936272,-1.12018078,106206.88735666
1912,NMP,Neuromorphic.io,0.06805599622483,,30.0024721,476391.97357380996,-0.21616641,42.46403548
1913,BTU,BITTUP,0.08831561014474,,-1.72137242,474248.3937115188,-0.10096772,3147.921608
1914,CBIX,Cubiex,0.00661635708478,,103.4803648,475402.17456650874,45.49641454,515.07621182
1915,KP4R,Keep4r,5.62081451852015,,7.55830933,468821.36391857365,-0.61891698,25084.12136809
1916,LMY,LunchMoney,0.00391679541945,,6.28248662,470404.3943817749,-0.80413752,1411.30293823
1917,STM,Streamity,0.01299014229224,,17.26151095,467485.98436915845,-0.13202872,0.0
1918,EGG,NestEGG Coin,0.01136636210259,,2.29712067,481281.9510387808,-5.36264891,2175.22000677
1919,MAX,Maxcoin,0.00758432091962,,-0.14109909,466024.7042843912,-0.08852168,512.69966212
1920,FUSII,Fusible,1.11315579066077,,1.79958497,462274.39448671514,-0.00622472,2252.82688591
1921,START,Startcoin,0.01023882945713,,8.88465158,461564.2305790871,-0.08852191,0.00035956
1922,TCORE,Tornado,76.31778193081087,,8.68740221,457906.6915848652,-0.79100749,459814.6486681
1923,OCT,OracleChain,0.01547642273922,,8.34009565,464292.6821766,1.5212239,38576.60715426
1924,WCO,Winco,0.00094803976455,,4.8518867,455514.73762770434,-0.08852191,0.0
1925,ETHY,Ethereum Yield,4.53413436285116,,7.93351899,453413.43628511595,-0.80590167,0.0
1926,ESBC,ESBC,0.01618498388373,,2.62231947,451562.04472705617,-1.48447974,45672.69207122
1927,MORPH,MORPHOSE,8.30899861270071,,-8.20879325,450065.2188555467,-0.14384201,12092.79369685
1928,CEN,Coinsuper Ecosystem Network,0.0012503999366,,7.01969253,448264.99193028035,-4.58238108,521.64024504
1929,DCT,DECENT,0.00872196583385,,-20.67126993,447489.9553264673,-0.08852191,0.0
1930,IMG,ImageCoin,0.04039974812596,,44.49650457,452111.47247639636,34.54849484,39514.08765203
1931,PPY,Peerplays,0.09859613551306,,4.8518867,443834.5418087317,-0.08852191,0.0
1932,MBONK,megaBONK,0.14814738448812,,51.98512729,444442.15346436005,0.92885213,1975.95425893
1933,1MT,1Million Token,0.42056927071365,,-20.01496526,418760.3124436443,-18.45930663,14372.02951433
1934,KALLY,Polkally,0.0255046957528,,-10.65398008,440130.73440640245,-1.12181747,46157.34243816
1935,X42,x42 Protocol,0.0217504920206,,-8.45813468,438639.69302334986,-10.01834864,2639.59154375
1936,LUN,Lunyr,0.1899218151036,,9.63635069,436412.4275161128,-6.09374971,3406.94305365
1937,XLR,Solaris,0.302501930747,,6.06787857,438156.1990731154,-0.19812552,112388.07616417
1938,AT,Artfinity,0.00330105583262,,-8.34976225,411606.033002774,-2.96566984,6175.16281522
1939,BLU,BlueCoin,0.00075843181164,,4.8518867,435858.3807577339,-0.08852191,3.3e-07
1940,ALMX,Almace Shards,42.87138371305058,,7.93351899,428713.83713050577,-0.80590167,0.0
1941,SXUT,Spectre.ai Utility Token,0.01706471576188,,4.8518867,418589.92672497523,-0.08852191,0.0
1942,ABX,Arbidex,0.02054516358878,,7.66670995,418189.03869267815,-0.13412067,0.0
1943,PTON,PTON,2.766148877e-05,,8.1928833,413561.22998015967,-0.17874487,95.38670227
1944,XPT,Cryptobuyer,0.00720510221057,,25.36298456,412727.4475216369,-0.08852191,4266.82620756
1945,NEVA,NevaCoin,0.07527435730516,,4.8518867,408862.4573694262,-0.08852191,0.0
1946,PBT,Primalbase Token,325.885080033702,,11.92903156,407356.35004212754,2.36115804,55.29972784
1947,MNC,Moneynet,0.00011064595509,,-27.87141113,405714.2869792154,-33.45249658,0.00011065
1948,NETKO,Netko,0.03185413608883,,4.8518867,402577.03146968596,-0.08852191,0.0
1949,STBZ,Stabilize,3.00916337550086,,6.59563365,400218.7289416144,-0.80590167,8147.90057249
1950,PKT,Playkey,0.02438521350294,,7.82547703,400273.8645518556,10.33976948,84130.35841586
1951,BITC,BitCash,0.01799826305319,,4.97842665,399528.2049337341,0.04363971,780.2095595
1952,WAND,WandX,0.03245612287711,,5.72934086,397397.14895120455,-0.95527697,0.0
1953,BCPT,Blockmason Credit Protocol,0.00339442638448,,-3.62877459,394292.0440508263,0.3002961,927.16455722
1954,VSL,vSlice,0.0117556930804,,4.8518867,392528.42317067715,-0.08852191,3.16e-06
1955,yTSLA,yTSLA Finance,6.0761215590523,,2.96981193,403594.2623891957,3.04486217,34799.87942044
1956,GRFT,Graft,0.00066150107301,,55.78448808,391265.867410338,-0.08801935,143.80284286
1957,BET,DAOBet,0.00233898281763,,-19.47128071,391243.57547988556,13.91934685,41101.39654187
1958,MOTA,MotaCoin,0.00875346206949,,-0.29674744,388590.0571948883,-0.64868516,1839.52815182
1959,MERI,Merebel,0.06289252612076,,-1.54297045,389640.8498707302,-0.09237543,266.33887734
1960,ION,ION,0.02844119293646,,57.27783006,389657.9641040651,-0.08852191,0.0
1961,MEC,Megacoin,0.00985961355131,,4.8518867,389609.32162467827,-0.08852191,2.81154374
1962,SET,Save Environment Token,0.4045143014737,,6.65096067,388690.4769329908,-0.13782815,0.0
1963,BNTY,Bounty0x,0.00168871523423,,6.78744391,392997.9725688897,1.9669653,61000.19511507
1964,CNUS,CoinUs,0.00113479182154,,2.75966909,385829.21932360006,-0.07462821,0.0
1965,DEB,Debitum,0.00193115904104,,7.54779283,385547.62987919257,-0.02762311,39544.27941084
1966,ZCR,ZCore,0.03903519883034,,1.42269775,384264.333327101,-0.08964251,564.72339446
1967,GENE,Gene Source Code Chain,0.00102388294571,,4.8518867,384206.7511863598,-0.08852191,0.0
1968,IPL,VouchForMe,0.00155338123626,,48.49765792,381605.4611122954,-20.47010845,30542.15637176
1969,SCL,Sociall,0.02274221720465,,5.02737453,380113.8655683019,-0.10096772,0.0
1970,MNTP,GoldMint,0.19811113,,144.23589195,379382.1880026302,-0.0670683,0.01981111
1971,ZENI,Zennies,0.00037921590582,,4.8518867,379524.14598891704,-0.08852191,0.0
1972,BOUTS,BoutsPro,0.00493102213683,,4.33099664,377791.1889337651,-0.06390922,7.58564747
1973,PXG,PlayGame,0.00037712062088,,2.14971066,377073.48080239,-0.0252356,1995.78794423
1974,CORX,CorionX,0.0033239107001,,2.64831334,381308.9142571796,-0.44081936,322530.41271192
1975,ZPAE,ZelaaPayAE,0.00220378901268,,-37.2398915,374692.9648493504,0.19897257,65366.36685997
1976,FLUX,Datamine FLUX,0.66363793320711,,0.18657272,372969.63809803454,0.17877928,1890.01428826
1977,BNY,Bancacy,0.00276364691772,,8.34009565,371362.01273518556,-0.2916551,0.0
1978,BITS,Bitstar,0.0174439316677,,4.8518867,368853.8713899316,-0.08852191,0.0
1979,SCR,Scorum Coins,0.01250299292505,,8.1928833,365901.023162956,-0.17874486,0.0
1980,RITO,Ritocoin,0.00022867876919,,-9.67301578,363011.854974048,-13.92904039,43.55082728
1981,CO2,Collective,1.63429710832345,,-3.42058547,362326.9234404501,-0.80590167,4577.73185944
1982,BMH,BlockMesh,0.00131904859787,,18.47496382,360152.9907504713,-0.10096772,1103.68279154
1983,CHART,ChartEx,0.01787673668741,,20.06561984,357534.7337481993,-0.99024714,40915.97746165
1984,METM,MetaMorph,0.00104837042447,,8.1928833,357861.2412477232,-0.17874486,1.25804451
1985,OPT,Opus,0.00254453872805,,-12.30517354,356440.3817162128,-0.053803,142.52534032
1986,BDK,Bidesk,0.04422414495759,,1.50167086,352797.1357585987,-0.0252356,0.0
1987,KUV,Kuverit,0.00014604671259,,-38.92308234,351116.6902068223,-0.02020443,38.72905003
1988,MASK,NFTX Hashmasks Index,763.1847130456223,,11.24278796,351064.96800098626,2.68972782,847.62336643
1989,NEXT,NEXT,0.05612395406128,,-39.75767847,349582.2780745402,-0.08852191,540.05836035
1990,DBET,DecentBet,0.00185656610692,,29.45778168,350209.58435981435,-0.8288617,86.08558792
1991,ASAFE,AllSafe,0.03600836231908,,-5.17916503,329309.7972006789,-6.23508413,16.35352822
1992,CFL,CryptoFlow,0.00379197800939,,-4.68448997,348961.1723017552,-0.08924324,713.42240305
1993,SVX,Savix,5.58895970011723,,5.18195529,338820.67569703487,-3.66687854,75165.91227123
1994,USDX,Dollars,0.19160610664384,,7.98823196,343855.59235784697,-0.77453244,0.0
1995,TSD,True Seigniorage Dollar,0.01458883017216,,-0.00112964,342521.8359384948,0.01216974,0.0
1996,EVE,Devery,0.00545196255272,,6.09332426,343021.71674143994,-0.13626908,0.0
1997,BON,Bonpay,0.03033727246556,,4.8518867,342516.93947542086,-0.08852191,0.0
1998,TDP,TrueDeck,0.01112576975282,,17.58317958,341756.00532166957,-0.17706574,14543.80621582
1999,SWING,Swing,0.06484591989513,,-0.39070763,340956.5465696801,-0.08852191,0.00020098
2000,ZSC,Zeusshield,0.00029068202096,,9.49182032,339972.0651983279,-0.01600961,419.79783245
2001,KOBO,Kobocoin,0.01364533032279,,5.02737453,337043.03870909,-0.10096772,0.0
2002,RVT,Rivetz,0.01266884210439,,5.68645557,332487.0234861076,-0.69162527,0.0
2003,FOTA,Fortuna,0.00068258863048,,15.52107157,327640.50582060695,-0.08852191,23.63550353
2004,FLP,FLIP,0.00583876036527,,11.57786329,326707.83623868285,-0.36826867,195.07886998
2005,FUD,FUD.finance,13.7508368539535,,7.97159754,324790.778747694,-0.80590167,194.36838551
2006,TOC,TouchCon,0.0031505574862,,12.27973549,321988.12262197986,-0.2916551,33755.18345301
2007,PTC,Pesetacoin,0.00223737384433,,4.8518867,321570.9397178973,-0.08852191,0.0
2008,PYLNT,Pylon Network,0.53355677948798,,4.8518867,321206.73602948885,-0.08852191,0.0
2009,X8X,X8X Token,0.00386725294775,,5.99514534,319134.7659598932,-0.95146412,27.32524561
2010,WCK,Wrapped Basic CryptoKitties,4.87373318681445,,7.86844755,319765.63438689604,-0.80590167,70.75135056
2011,MYB,MyBit,0.00202719883396,,31.4936117,318649.35811188875,0.16963288,2155.95189119
2012,UP,UpToken,0.00216914187836,,3.57370381,317866.5935080265,-0.92287688,381.93095392
2013,OOT,Utrum,0.00489165504436,,8.34009565,316979.9276703057,-0.2916551,0.0
2014,ALT,Alt.Estate token,0.00043609829169,,4.8518867,315813.9905663727,-0.08852191,0.0
2015,CVCC,CryptoVerificationCoin,0.54189952941601,,6.18947279,315708.2244123986,-0.08852191,52.71223616
2016,IONC,IONChain,0.00260082990618,,-39.22255277,315170.14127290004,-0.11251241,0.0
2017,CHEESE,Cheesecoin,0.00075843181164,,7.37046056,310099.9450495201,-0.08852191,45.39505805
2018,BQQQ,Bitsdaq,0.00011403647422,,-27.40154879,306114.27860447543,-0.0252356,57.15546998
2019,EGEM,EtherGem,0.01571414708853,,-24.40665398,306160.5191385981,-12.06365031,1099.84967931
2020,UCM,Unicly Chris McCann Collection,0.30300479974638,,7.93351899,303004.79974638,-0.80590167,0.0
2021,STQ,Storiqa,2.766148877e-05,,8.1928833,302087.7332262806,-0.17874488,0.0
2022,IOP,Internet of People,0.02237373844335,,4.8518867,301183.38088477915,-0.08852191,0.0
2023,YMPL,YMPL,6.76123001375488,,7.93351899,298623.2460175118,-0.80590167,0.0
2024,PENG,PENG,3.792159058e-05,,4.8518867,298166.411449163,-0.08852191,0.0
2025,CATE,Cash Tech,0.02523667327445,,6.92422632,296677.1188668453,0.19879751,12358.99212251
2026,BEZ,Bezop,0.00507923217215,,6.27961447,282841.770758708,3.41759583,0.0
2027,SNRG,Synergy,0.05991611311947,,4.8518867,293449.44890324154,-0.053803,0.0
2028,IFT,InvestFeed,0.00151614781364,,5.02737453,290162.2743722249,-0.10096772,0.0
2029,VDL,Vidulum,0.04031134370866,,4.92589593,288694.72688753216,0.87187415,1764.09439496
2030,SHDW,Shadow Token,0.04093599096838,,5.02737453,286551.93677866,-0.10096772,0.0
2031,TM2,TRAXIA,0.00087373435955,,-7.43972799,286865.08858156716,0.34754076,1636.54137378
2032,DACS,DACSEE,0.00037921590582,,4.8518867,286296.0197365727,-0.08852191,0.0
2033,WFX,Webflix Token,4.501439772e-05,,9.73642656,285345.5691164985,-0.0252356,1515.67240319
2034,AMM,MicroMoney,0.01851282530139,,34.90591231,292081.59293426434,1.92185607,171044.44704727
2035,BRDG,Bridge Protocol,0.0012700598092,,12.00871461,284605.49174891337,12.34329122,20.17454843
2036,MOTO,Motocoin,0.01441020442114,,4.8518867,283054.9343028337,-0.08852191,0.0
2037,TBX,Tokenbox,0.02512562,,14.40546421,282297.6653342193,-5.90583841,0.00253769
2038,DAY,Chronologic,0.23739652258463,,-0.15946122,281785.23277297866,-1.60400753,2478.56164217
2039,MINTME,MintMe.com Coin,0.00151686362328,,-30.0987422,281514.9387843879,-33.39234794,2637.36964415
2040,ARC,Advanced Technology Coin,0.00948039764549,,4.8518867,278045.5645801834,-0.08852191,0.0
2041,1MIL,1MillionNFTs,2.28282054488453,,-1.34120106,273938.4653861436,-0.25365891,148199.25790139
2042,TIX,Blocktix,0.0068226651614,,5.02737453,272906.606456,-0.10096772,0.0
2043,UUNICLY,Unicly Genesis Collection,0.27093506617567,,11.4865089,270935.06617566996,-0.80590167,2754.64192314
2044,STS,SBank,0.02884490728732,,5.49318998,270241.405859057,-0.14271137,7755.48257148
2045,XCN,Cryptonite,0.00037921590582,,4.8518867,268676.94165086583,-0.08852191,0.0
2046,SLR,SolarCoin,0.00411654178074,,0.63977838,266812.15875667206,-0.01754221,0.0
2047,PCH,POPCHAIN,0.00029738053209,,-0.64342991,265501.14779749047,-0.05320259,28.46755
2048,ZET,Zetacoin,0.00151686362328,,4.85188671,264129.3812129942,-0.08852191,0.0
2049,INSN,InsaneCoin,0.01023399774209,,-2.21589268,260549.20415202924,22.60335779,9.7268463
2050,SENC,Sentinel Chain,0.0013074963614,,5.84252656,257929.37032243563,-1.53202639,51974.8826048
2051,ELY,Elysian,0.0025822802914,,6.89301963,252976.21351431526,-0.20241007,1291112.55244368
2052,GEM,Gems ,0.00020726629349,,-10.54759285,249402.0585355603,0.85475132,1393.49343616
2053,SSS,Simple Software Solutions,0.08721965833848,,-30.89990274,247241.36521256898,-0.08852191,228.94372394
2054,BERRY,Rentberry,0.00080290617539,,-6.90075695,242021.05783974973,-0.09413643,308.87427743
2055,SEM,Semux,0.01896079529097,,4.8518867,241036.13329159544,-0.053803,38.06569263
2056,HGT,HelloGold,0.00091632696613,,-2.72099017,241025.74653346307,-0.05420803,2.08882114
2057,CTT,Castweet,0.13288865060039,,-0.78745516,238395.8605218722,-0.27660259,212251.11476093
2058,IQ,IQ.cash,0.01988282215061,,3.95899416,237852.98239787284,1.73122172,57915.44652493
2059,YOC,Yocoin,0.00064072015324,,-6.11318451,236848.13421391844,39.75105904,135750.56466856
2060,ROAD,ROAD,0.00291875722516,,3.07425008,231459.11164680636,-1.11568341,14604.7364115
2061,CROAT,CROAT,0.00265451134074,,22.32720116,232117.24995185158,-0.08852191,0.03981767
2062,BCI,Bitcoin Interest,0.01251412489204,,4.8518867,229345.0091138663,-0.08852191,0.0
2063,HUSH,Hush,0.02192746195935,,3.01140817,228639.3338508325,-0.06388775,0.0
2064,KFX,KnoxFS (new),0.56666024534931,,42.61210257,228234.50644801286,-0.10096772,455.49031168
2065,VRS,Veros,0.18506635158775,,-0.00975309,227204.69971916472,-0.01753127,0.0
2066,RBLX,Rublix,0.01094037888289,,4.41756753,226967.69289114024,-0.08852191,0.0
2067,PHO,Photon,5.65782829e-06,,5.48612222,225604.1224163703,-0.21053144,252.95241283
2068,PUT,PutinCoin,0.00018960795291,,31.06485838,225396.61186040234,24.88934761,95.23300844
2069,CHESS,ChessCoin,0.00417137496401,,4.8518867,225390.9383921692,-0.08852191,9.2e-07
2070,MOR,MorCrypto Coin,0.01062856925344,,7.036855,224546.26170191888,-0.14818207,0.0
2071,DEM,Deutsche eMark,0.00417484178297,,-3.80589023,223995.04433149984,-0.07074125,220.20912105
2072,ZLA,Zilla,0.00371631587703,,33.53456656,222978.95262179998,0.01353272,3197.18099342
2073,ETX,EthereumX,0.00252995337025,,-15.22630024,220676.64756305763,-12.34376065,2615.58669888
2074,REB2,Rebased,1.4553056438663,,7.93351899,219425.16375958524,-0.80590167,0.0
2075,CNTM,Connectome,0.18005970398709,,-0.01696903,217993.7821245702,-0.57969986,636707.65008214
2076,OURO,Ouroboros,0.006951,,-12.88382003,217543.7004931302,0.0,1355.62682295
2077,POSW,PoSW Coin,0.00492980677565,,4.8518867,217404.47880616502,-0.08852191,0.0
2078,SINS,SafeInsure,0.01039418842862,,-4.20142802,217084.43859790004,1.87461568,91.51035867
2079,CNRG,CryptoEnergy,7.79279393983019,,-0.00975309,215860.39213329626,-0.01753127,11.98319532
2080,ECU,ECOSC,0.25007998731958,,-0.01362212,215385.16737621507,-0.0252356,859.25470599
2081,BTR,Bitether,0.00379215905819,,4.8518867,215149.25625081125,-0.08852191,0.0
2082,FEX,FidexToken,6.91537219e-06,,122.19015423,214019.25901000446,-0.17874487,292.96302626
2083,FIRE,Fireball,10.74168641036501,,93.31250819,213244.00446279475,-0.21313506,1089.8531009
2084,PRIV,PRiVCY,0.01277388276169,,-28.30326376,210883.25383601472,-2.52506298,0.0
2085,BBOO,Panda Yield,0.1500308802892,,5.78084461,209401.2014676456,-0.42634723,5938.73709912
2086,DYNMT,Dynamite,0.55292407235344,,11.98034818,208350.16173323162,-1.53297894,98883.6769357
2087,GCC,GuccioneCoin,0.01023882945713,,4.8518867,207700.15378930053,-0.08852191,0.0
2088,BBR,Boolberry,0.0155478521386,,4.8518867,205347.53480635872,-0.08852191,20.22358426
2089,BELA,Bela,0.00417137496401,,4.8518867,204340.3289920307,-0.08852191,0.0
2090,LYRA,Scrypta,0.01205906580506,,58.77571415,203917.4043471394,-0.08852191,0.0
2091,HB,HeartBout,0.00379215905819,,4.8518867,202862.56112408752,-0.08852191,7826.17822896
2092,GOT,GoNetwork,0.00281891949891,,33.81175719,202947.03758731697,-5.83097623,8365.00649055
2093,DCTO,Decentralized Crypto Token,0.00020333671129,,5.24606926,201927.02501549287,-0.11394944,0.0
2094,2GIVE,2GIVE,0.00037921590582,,4.8518867,200068.737658053,-0.08852191,0.0
2095,GCN,GCN Coin,1.16729939e-06,,28.22552724,200865.15534614472,-2.83732273,20.06456728
2096,SMC,SmartCoin,0.00682588630475,,25.82226405,198573.96587604526,-0.08852191,1.598e-05
2097,BGL,Bitgesell,0.01761727608444,,-35.20649079,196430.91642762127,-2.413096,3418.48352977
2098,ZUM,ZUM TOKEN,1.381823459e-05,,-28.15424937,196708.18089627728,-0.2916551,9822.96314343
2099,PIPL,PiplCoin,0.00113764771746,,4.85188671,196286.10679237495,-0.08852191,0.00795557
2100,KIND,Kind Ads Token,0.00462278025468,,5.30776124,195297.17822592778,-0.08830911,16.4842314
2101,GRIMM,Grimm,0.00321670676214,,116.83912689,194614.9408282608,65.44272311,25.35324491
2102,XSH,SHIELD,0.00037921726857,,0.09166697,194528.36220554673,-0.08851245,26.52247046
2103,XMV,MoneroV ,0.07193092047672,,0.61193764,194213.48528714402,0.42652777,10749.46866785
2104,TKP,TOKPIE,0.0067770647492,,8.1928833,194597.06986244163,-0.17874486,0.0
2105,UBN,Ubricoin,8.290940753e-05,,8.34009565,193807.71954018067,-0.2916551,38.79099032
2106,SCB,Space Cow Boy,5.87980015364099,,5.64449626,191958.63220465684,-0.14384201,3840.31526647
2107,KSEED,Kush Finance,0.65812865403321,,8.15094415,191957.10554501956,-0.77453244,209.28982586
2108,RULER,Ruler Protocol,51.96662424167578,,14.43215622,194303.20803962575,0.58006783,330719.22304022
2109,NBC,Niobium Coin,0.00304976707838,,5.40625646,190999.7987632191,0.4350616,18.02948946
2110,CBIX-P,Cubiex Power,1.12902930317059,,9.54752727,190359.98566107734,-0.07055136,517.1614941
2111,GENE,Parkgene,0.0006443628208,,5.02737454,189932.94090804263,-0.10096772,0.0
2112,LCP,Litecoin Plus,0.06863807895332,,7.22142087,188915.42573002155,-0.08852191,21.19533336
2113,PEPS,PEPS Coin,0.00417979033848,,-16.78046389,187830.0280980745,-0.10723492,152.52355326
2114,MODX,MODEL-X-coin,0.0155478521386,,4.8518867,187364.5615956578,-0.08852191,0.0
2115,PYRO,PYRO Network,0.00023110018607,,5.43645417,186924.77715689116,-0.10473274,0.0
2116,AC3,AC3,0.00037903695341,,5.02737453,186110.2945233035,-0.10096772,0.0
2117,KURT,Kurrent,0.00303372724656,,-6.79832293,186164.10548153202,-0.08852191,2.61e-06
2118,ESCE,Escroco Emerald,0.0002034386973,,5.07247288,183094.82757,-0.09466086,0.0
2119,PDATA,PDATA,0.00037903695341,,5.02737453,182457.7789901372,-0.10096772,0.0
2120,SOUL,CryptoSoul,0.00060855275299,,-26.33128196,182298.74609042602,-0.17874486,1.93630421
2121,CIV,Civitas,0.02237373844335,,3.10435526,181250.87655381387,-0.08852191,103.71479181
2122,OPTI,OptiToken,0.00606745449311,,4.8518867,180804.44048745447,-0.08852191,2499.54438161
2123,SKIN,SkinCoin,0.00204509871911,,12.91784617,180343.92812995845,-0.2916551,26100.71058501
2124,ETGP,Ethereum Gold Project,3.032295627e-05,,18.88072787,179675.86833428126,9.40079802,0.0
2125,TAG,TagCoin,0.02768276112482,,4.8518867,178107.16389927332,-0.08852191,0.0
2126,WET,WeShow Token,0.00016195935928,,156.25429952,177774.690713692,-0.05292445,51.94626004
2127,YFSI,Yfscience,6.41841960412661,,7.93351899,176787.04064397907,-0.80590167,0.0
2128,INVE,InterValue,0.00136843769061,,30.51095618,175013.2053121564,-0.0252356,0.0
2129,BTCT,Bitcoin Token,0.01278516985011,,-26.35868485,174296.0714376567,4.88284647,113.36281567
2130,LHT,LHT,0.00347837510101,,6.52455244,173918.7550505,-0.1523166,19.12943587
2131,ANC,Anoncoin,0.08228985156282,,84.98259687,173657.66132449612,-0.08852191,380.84160441
2132,FESS,Fesschain,0.00140662044658,,75.95142807,166112.30431036153,-19.60881197,64707.54169714
2133,ZNY,Bitzeny,0.00227422172047,,26.03284944,171964.13828247882,-0.10096772,226.80383307
2134,ZUC,ZeuxCoin,0.00090028795435,,-0.01362213,171054.6203974166,-0.02139999,0.0
2135,CMCT,Cyber Movie Chain,8.57506152e-06,,8.19288333,171501.2304,-0.17874488,0.0
2136,HAND,ShowHand,2.76614888e-06,,-8.23658097,171259.01112342413,-0.17874487,0.0
2137,FLX,Felixo Coin,0.00113764771746,,4.85188671,170647.15761899998,-0.08852191,0.0
2138,SWIFT,SwiftCash,0.00094759238353,,5.02737453,169580.20182227896,-0.10096772,0.34621201
2139,HWC,HollyWoodCoin,0.00720510221057,,4.8518867,169591.28960744163,-0.08852191,0.0
2140,BGTT,Baguette Token,0.01458610172987,,-3.87029209,169344.6096122632,-0.08980979,0.0
2141,DML,Decentralized Machine Learning,0.0006196173485,,8.1928833,169116.50441480038,-0.17874486,0.0
2142,ADI,Aditus,0.00071919870808,,-2.9969586,168372.2481970616,-13.48824555,100674.26500147
2143,ARQ,Arqma,0.01743154726805,,-1.35080216,164721.8907033945,-4.21497646,450.72082075
2144,MES,MesChain,0.00018241333017,,-36.35992051,164117.31547384162,-29.91652932,15397.49389357
2145,ALI,AiLink Token,3.15340972e-05,,8.19288331,163473.4071803952,-0.17874486,0.0
2146,NSD,Nasdacoin,0.0066254687235,,-15.76950549,160555.46801808453,-19.99775274,5110.37491529
2147,XGM,Defis,0.00118293713901,,53.04233711,159174.3416544482,-0.1026927,61.01319935
2148,CGEN,CommunityGeneration,0.00037921590582,,4.8518867,159114.5361620338,-0.08852191,0.0
2149,NFXC,NFX Coin,0.00151053295132,,-14.58293116,158340.1294762046,-0.18526698,77.03657362
2150,SDS,Alchemint Standards,0.0004979067979,,8.1928833,158307.87209473812,-0.17874486,27.78319932
2151,GZRO,Gravity,0.00011376477175,,-21.36108497,157657.80950781982,-0.08852191,44.2223296
2152,BEER,Beer Money,0.00524157733896,,-1.19225613,157247.32016879998,-0.18570428,31383.91210094
2153,N0031,nYFI,0.05882108904519,,-0.00975309,157147.36263055433,-0.01753127,11.54043298
2154,IRD,Iridium,0.00681385923809,,4.84074526,157406.83160378554,-0.08840456,53.1827555
2155,AER,Aeryus,0.01275507967325,,-53.5256501,156797.62108370644,0.03351606,0.0
2156,ROCK2,ICE ROCK MINING,0.00997676537296,,8.34009565,156877.37240460448,-0.2916551,0.0
2157,VOTE,Agora,0.0041635698354,,38.79938357,156413.0156806037,17.34188234,403.74936592
2158,COB,Cobinhood,0.00037903695341,,5.02737453,155784.1298550556,-0.10096772,0.0
