,symbol,name,price,volume_24,perc_change_24h,market_cap,perc_change_1h,volume_24h
613,BF,BitForex Token,0.00751943447403,,-2.79664177,32114820.054897033,-0.56454854,808189.06224817
614,SUTER,suterusu,0.00807963793721,,23.73188721,31147327.433462035,1.19868365,287424.24034356
615,RAD,Radicle,6.32443832528318,,0.14122114,31013179.837882753,0.23418793,175386.19015114
616,XDB,DigitalBits,0.03990717515347,,-1.61329126,30861004.323327027,-0.09969931,979234.26692889
617,vUSDT,Venus USDT,0.02067846394349,,-0.00181388,30731364.7196699,-0.02421997,0.0
618,mBABA,Mirrored Alibaba,222.61829483141545,,-0.29791122,30448026.300352145,-0.08349399,237804.14269894
619,HUNT,HUNT,0.27425887303016,,6.08750292,30266495.849562712,-0.20494623,10173.71784568
620,mTWTR,Mirrored Twitter,57.54438524046823,,-0.09063341,30010711.267704945,-0.08349399,218104.69163674
621,mAAPL,Mirrored Apple,126.45549215054092,,-0.3574786,29904623.696636293,-0.08349399,32915.43099341
622,OLY,Olyseum,0.02521805550047,,2.71734838,29167874.35643858,-3.02728523,19131.84082923
623,EAURIC,Eauric,1.10164558132487,,205.08887363,30009390.77947268,-0.16437297,95264.99424036
624,FLUX,Flux,0.19830895815818,,11.60899219,29973635.228724226,0.06880842,240876.26471464
625,FXF,Finxflo,0.45828854838499,,12.21445092,29564914.991634943,-3.97985938,1018016.35403363
626,AOA,Aurora,0.00292207430955,,10.71252097,29133085.372876745,-1.26187269,4508571.24128126
627,ANW,Anchor Neural World,0.107576936932,,3.26287258,29615713.111204844,1.3067994,31818944.46498261
628,WXT,Wirex Token,0.00708076515017,,0.18886548,29742754.016722012,-0.19072642,11494580.17659855
629,GRIN,Grin,0.39700175668383,,3.69023944,29674396.525546294,-0.77626989,4298421.85098926
630,CAS,Cashaa,0.03630279861097,,1.16180312,29530205.93676512,0.87893546,112673.16311884
631,mMSFT,Mirrored Microsoft,252.30621572756127,,-0.26751273,29352652.032003593,-0.08349399,115252.310712
632,mUSO,Mirrored United States Oil Fund,47.01055450190618,,-0.01599947,29297037.120626837,-0.08349399,48569.66292625
633,NFTX,NFTX,62.30142514378299,,8.60027784,29251915.483206347,-0.90406784,937399.47075194
634,mNFLX,Mirrored Netflix,508.646908232085,,-0.61344211,28908643.160655692,-0.08349399,30185.55037672
635,VEE,BLOCKv,0.00873418630745,,0.88105017,28834996.846878406,0.47768497,425305.16436599
636,USDK,USDK,1.00217940258169,,0.10955605,28662403.070753317,-0.06991959,179337810.28231248
637,KP3R,Keep3rV1,143.0872566513325,,5.73515341,28617594.41752315,0.02740453,3119730.55056538
638,AST,AirSwap,0.19140501255689,,5.6539417,28710751.8835335,-0.30227692,1154190.98366994
639,DEP,DEAPcoin,0.00677125947507,,2.02953541,28461973.464121234,0.0021865,2922630.90440908
640,GTN,GlitzKoin,0.11215522325153,,-23.81993886,27758353.5918271,-1.14970277,270292.47271186
641,GBYTE,Obyte,37.80009435630818,,6.74081981,28489201.099642787,0.03390462,379681.55346469
642,PROPS,Props Token,0.08337255364045,,6.3555654,28183433.717981353,-0.07408404,857428.68209455
643,INSUR,InsurAce,2.49962292258348,,2.6250921,28161205.496682964,0.34071193,1297182.76248081
644,DG,DeGate,0.37171281503217,,0.53012173,27876890.328530475,-0.2466048,25920.37626956
645,DVPN,Sentinel,0.01430457527468,,-0.15756223,28608721.400009483,-0.37357972,925992.93771486
646,NIF,Unifty,26.9129617226294,,7.58388019,27734113.55391861,-0.24671441,2660834.31936657
647,ALY,ALLY,0.01191621136378,,-3.63863264,27407286.136694,-1.34696956,529309.67462655
648,QASH,QASH,0.07871355736405,,6.1673223,27549745.0774175,0.21944409,182023.31608284
649,NMC,Namecoin,1.82230348786153,,4.45825126,26854193.11852265,-0.06689087,14576.81574834
650,NEBL,Neblio,1.51769713305413,,4.78461059,26614322.194175526,-0.15049322,1367488.95477368
651,BOSON,Boson Protocol,1.00423896842506,,17.50284966,26517056.264226202,-4.31755833,1395766.56173972
652,CUDOS,CUDOS,0.03156815546971,,5.13414187,26508336.831869148,0.04875582,529806.62961528
653,HELMET,Helmet.insure,0.88456077551526,,16.20012392,26571965.396208934,0.07614899,1461818.62430612
654,GTO,Gifto,0.0340739756862,,2.26984075,26245032.694576908,-0.42792133,7136684.71232899
655,BONDLY,Bondly,0.25153868858431,,15.84905546,26154704.827198125,0.68268182,1050786.40227627
656,WABI,Wabi,0.26247027006613,,6.85759384,26168285.75190097,1.9377741,898618.30938384
657,FOR,ForTube,0.04006396573662,,0.50025221,25621707.367883224,-0.68448473,2445881.76767612
658,VIDT,VIDT Datalink,0.51589407600708,,2.07332428,25499768.799770854,-1.10471695,1170234.05980299
659,BZ,BitZ Token,0.22557214856226,,7.36170708,25490241.463171482,-0.29053793,440358.38212758
660,GAME,GameCredits,0.18010906634831,,-1.07244771,25363561.753588602,-0.12654815,566301.22810333
661,UPUNK,Unicly CryptoPunks Collection,0.10194179007418,,9.16709629,25485447.518545,-0.66912522,23050.14154528
662,BTR,Bitrue Coin,0.16944736041574,,0.54552832,25505424.830172475,0.14958848,136.64069218
663,BHAO,Bithao,0.46518327081974,,-2.78988829,25195349.849290177,-0.05292445,0.0
664,DREP,Drep [new],0.62919447767573,,2.09108975,25104859.659261625,-0.02432304,2745313.83233948
665,BAAS,BaaSid,0.00455510851765,,4.06957453,25053096.847074997,-0.02601405,140158.83201704
666,TCT,TokenClub,0.02941496314241,,5.39794228,25146919.040208578,0.1641504,1481647.89230372
667,RING,Darwinia Network,0.05513588565949,,8.99570531,24991827.39483096,2.03595668,1572752.68464624
668,TONE,TE-FOOD,0.04400405429544,,0.51599191,25026147.948137008,0.04941249,534046.29399639
669,MUSH,Mushroom,0.8021831743951,,18.6554882,24646308.572468013,-0.17874486,520.17648162
670,MCI,Multi Channel Influencer Creater Cloud Funding Platform,0.04266729342799,,17.49415225,24521603.85926313,-0.05292445,0.0
671,ONE,BigONE Token,0.00256064695031,,4.32549061,24195760.53294416,0.18987117,12779.13695912
672,AITRA,Aitra,4.37766841677985,,4.8791422,24224774.86701497,-0.07120923,171.57396129
673,RDN,Raiden Network Token,0.47416320741314,,14.20511586,24196617.48709434,0.81298597,1410383.62021861
674,SALT,SALT,0.2992065711221,,2.81155512,24021385.224547498,0.28220455,16165.10911049
675,JULD,JulSwap,0.05856888083425,,-0.75008209,23866455.47891816,0.08042606,1622268.55933519
676,DF,dForce,0.20881504813195,,-2.2993269,23966320.50321851,-0.19393011,3453313.63771505
677,BASIC,BASIC,0.00479449771239,,2.81317663,23805405.376327172,0.45831069,121940.94621863
678,XRT,Robonomics.network,23.79920378012536,,28.37356494,23872882.127216432,-2.30034606,2931794.17580544
679,COCOS,Cocos-BCX,0.55878701530484,,11.32974407,23477921.475162137,2.0623335,3624984.3905477
680,CFi,CyberFi Token,14.57918457830543,,1.83796837,23733250.466439314,0.13254431,984706.50297407
681,MDT,Measurable Data Token,0.03484219329799,,5.06538347,23413617.52971518,0.82636908,2294900.67488853
682,VITAE,Vitae,1.19797871333918,,3.73221224,23326057.28854565,0.09688701,3333297.85119207
683,DAC,Davinci Coin,0.00275294042424,,1.35983715,23340973.384556815,-0.97479931,3551286.13716749
684,WEST,Waves Enterprise,0.55759670367466,,1.15439081,23400060.331464596,-0.56536133,425878.35585204
685,APIX,APIX,0.19149376854609,,230.60081466,23102600.686453093,-9.10629557,388145.52366805
686,CARD,Cardstack,0.00977792582407,,14.93840259,23056182.059789535,3.45061569,346289.19991401
687,mAMZN,Mirrored Amazon,2548.1803027793576,,-22.28790945,22973632.677353032,0.34754076,0.0
688,ARDX,ArdCoin,0.08227768120723,,2.24681652,22857394.556611713,0.42386065,132804.80421664
689,DUCATO,Ducato Protocol Token,17.61197922996802,,-0.5293267,22543333.414359067,0.12070877,1208.56057756
690,APPC,AppCoins,0.09177028602946,,3.1467721,22502845.73579688,-0.08851218,170857.14372433
691,FCT,FirmaChain,0.12138189934301,,1.62699597,22367654.739008594,0.6180261,150624.94926778
692,CUT,CUTcoin,0.15925441552858,,-0.68948698,22011415.557915162,-6.56361232,468.91040543
693,LMT,Lympo Market Token,0.71373037420225,,14.22746478,21895510.660794225,-0.50200127,444094.37837297
694,GAL,Galatasaray Fan Token,6.25264228510668,,-0.10662728,21931593.00525621,-0.08537944,1748601.26755567
695,NAV,Navcoin,0.30598689273255,,10.7373781,21911159.240421485,0.04616845,254955.32695434
696,HEZ,Hermez Network,4.68076332770131,,7.09684737,21999587.64019616,0.52075504,601363.96338291
697,LIKE,LikeCoin,0.02104106449525,,2.04693071,21694672.588663954,0.21291609,44215.23236384
698,DEXE,DeXe,6.70858166091289,,6.30705108,21866747.2710967,0.47354166,31332765.1344294
699,FST,1irstcoin,0.6138535238167,,4.16475001,21475801.946348,0.0961584,51512.68575971
700,APY,APY.Finance,0.67634505048633,,1.87492363,21634554.464586724,-0.23839706,1620180.48313769
701,AUTO,Auto,1483.9778622757492,,8.00835235,21666714.899706718,0.09289384,5036597.73588295
702,DVC,DragonVein,0.04705819161291,,-4.7179315,21321227.572253063,-0.24366314,2628006.26322359
703,WOW,Wownero,0.44991686369875,,9.74251195,21285287.87313237,3.83550903,129904.44791805
704,TON,Tokamak Network,7.79201278147584,,1.89379163,21251468.139430318,-0.51241646,0.0
705,ESD,Empty Set Dollar,0.04704884957923,,-0.84724547,20984358.3194832,-0.69741868,188069.21749022
706,IFC,Infinitecoin,0.00023132170255,,3.16072724,20956763.83206912,8.83214578,2093.78123054
707,GVT,Genesis Vision,4.71520755519845,,4.39043781,20873673.638208307,-0.63616642,229948.45927339
708,PSG,Paris Saint-Germain Fan Token,16.13288676568868,,2.72303415,20785546.777366236,0.17680738,6799538.06942243
709,CORA,Corra.Finance,13.82157057664172,,-1.1480915,20732355.86496258,-0.63715743,878.31830958
710,ZAP,Zap,0.08710892011699,,-0.87841184,20570289.33775434,1.88962031,133311.70454596
711,EVZ,Electric Vehicle Zone,0.04563519562439,,1.6518254,20204209.619944014,1.51467414,563098.49999094
712,OXB,Oxbull.tech,2.70041612184473,,1.28547092,20257181.61057038,-0.14384201,5550.30150692
713,QCX,QuickX Protocol,0.04029723028565,,1.86474794,20108612.042023204,1.43030528,197225.59816476
714,CDT,Blox,0.02005741474681,,5.99788707,20057414.746809997,-0.48171243,877315.59807903
715,mIAU,Mirrored iShares Gold Trust,17.73908507192227,,0.01389218,19936561.93920743,-0.08349399,0.0
716,SIX,SIX,0.07255455964849,,5.82641015,19863740.36484255,-1.07036726,570953.11158772
717,SOCKS,Unisocks,62865.52060337139,,9.55596928,19739773.469458617,-2.86948929,8122.62702198
718,CRPT,Crypterium,0.23466557696507,,4.29622885,19630119.26511416,0.0462276,355582.13804819
719,vLINK,Venus LINK,0.62930101324602,,5.1626681,19450002.758310873,-0.51716438,0.0
720,DCN,Dentacoin,3.541821119e-05,,-15.95062267,19412909.15950142,-12.28130585,174568.59761764
721,FCT,Factom,1.96266202080595,,7.60865865,19222809.561069433,-0.58447632,11792.17858035
722,MPH,88mph,52.40074259372588,,6.17337166,19246811.47285901,0.22152203,343221.35109819
723,VIA,Viacoin,0.80642890090188,,2.3121314,18688430.357344326,-0.08693318,435629.34192677
724,COVER,COVER Protocol,297.92339016983635,,-5.85016414,18658569.06413428,-1.85413292,5164066.1584414
725,PICKLE,Pickle Finance,13.11538256785359,,3.10678728,18638125.3857568,-0.9754523,6660502.08201573
726,MIX,MixMarvel,0.00429215050433,,2.4082493,18479428.83742461,-0.70505276,288466.70867842
727,LCMS,LCMS,1.23747212404256,,12.99908825,18466633.160766747,-0.350736,326009.89787528
728,BAO,Bao Finance,0.00053474350644,,-0.36568757,18216824.248691432,0.08154247,1229621.20938917
729,DDIM,DuckDaoDime,17.3364260652996,,10.51198973,17981250.08277221,-2.4800908,643481.96237422
730,NLG,Gulden,0.03301273706413,,-5.89783213,18011512.640864577,-4.4631906,318185.96618808
731,PI,Plian,0.02199939580166,,2.04329167,18127037.843319446,-0.40708056,135065.89503299
732,FLETA,FLETA,0.0163752809482,,5.00643624,18133540.5778513,-0.11031855,860105.52362368
733,STRONG,Strong,129.2296845439215,,15.61077745,17868459.252203483,0.47989599,1197215.07789331
734,KTN,Kattana,16.2650378931788,,31.37166857,18034179.076185893,-0.41660938,1102467.30549054
735,DAPP,LiquidApps,0.02511782102997,,2.5155276,17831198.763489153,-0.63748786,15462.5751011
736,UNCX,UniCrypt,569.7677237635514,,13.60862978,17843975.99512263,-0.57483292,3191071.22776729
737,S4F,S4FE,0.01938720869935,,-10.82132963,17357576.593668077,-2.22029137,418064.71785677
738,XCUR,Curate,2.48939603067633,,19.40053895,17651512.74536048,-0.17376495,2538479.49451895
739,XED,Exeedme,0.35424626351808,,15.29751132,17596471.218364716,-0.03463672,489551.604236
740,MDA,Moeda Loyalty Points,0.89502148361376,,4.85648119,17568276.45944833,-0.25073704,5583759.73474207
741,K21,K21,2.5743255921469,,9.6952424,17499667.701861903,-0.36538776,693453.97428791
742,EL,ELYSIA,0.00620853283798,,0.55226267,17507985.81075939,0.6374569,502884.72287568
743,BUX,BUX Token,0.30147601379964,,0.18983069,17456900.27950738,0.03706404,797711.61801869
744,LYM,Lympo,0.02107969392408,,11.25686019,17426013.372987833,-0.4523637,372187.63012623
745,RFUEL,RioDeFi,0.06203003278803,,2.48695103,17335537.226369537,-0.25878265,2120113.07696644
746,AEON,Aeon,1.09279707896542,,8.2487455,17300572.49105128,-0.24220819,50617.30831951
747,vSXP,Venus SXP,0.04339084866028,,6.55994349,17212059.858978126,0.25607785,0.0
748,mVIXY,Mirrored ProShares VIX,7.76078564962506,,0.0138925,17106574.17349984,-0.08349399,0.0
749,BLANK,Blank Wallet,0.87304492425299,,-3.72816292,16932544.051082347,0.40377715,1641034.46394134
750,MTA,mStable Governance Token: Meta (MTA),0.98397531109073,,2.68209415,17058730.8102275,0.48114151,3357463.89106141
751,TRY,Trias (old),0.00737827643905,,-0.34280489,16970035.81183585,-0.05320259,3.81886142
752,SPC,SpaceChain,0.05399852030866,,11.54338161,16970124.09999983,0.03000035,161124.57664338
753,DYN,Dynamic,1.09826553747018,,0.22564514,16892160.225581557,-0.02817475,4329.36721278
754,QRL,Quantum Resistant Ledger,0.22673009370559,,-0.30134542,16801217.55510911,0.54277729,77660.14601621
755,NEW,Newton,0.00080321315523,,2.79796741,16523696.685984293,-1.89640299,2409969.37370084
756,CWS,Crowns,11.26581357243797,,12.20121673,16680115.777591504,-0.09144776,4404077.28937789
757,MITX,Morpheus Labs,0.03917432047778,,5.79929369,16582644.924142947,-0.9870469,1331611.6218149
758,KDAG,King DAG,0.30727753583347,,-34.3813654,16670281.06275861,-0.03868919,282402.21887389
759,ICHI,ICHI,5.6506957042928,,5.89779992,16579497.463471973,-0.93594262,116334.87192147
760,SAKE,SakeToken,0.18037009342189,,7.99060028,16538050.31760598,-0.13348829,228925.44704893
761,MTV,MultiVAC,0.0046116921658,,10.94209986,16543843.479571708,-0.6835164,650469.5546442
762,OAX,OAX,0.21537929340078,,1.20523187,16415217.614842832,-0.66280166,809336.38133589
763,BTSE,BTSE,3.73806890235588,,-1.82125847,16278209.767847076,-0.59768431,663658.03272304
764,LCX,LCX,0.02526824035663,,-0.68877811,16279689.948739711,-1.28827865,912427.15464317
765,DORA,Dora Factory,10.44978692702627,,2.14717435,16315602.748054907,-0.0566425,4596849.13999879
766,BRD,Bread,0.18129451204833,,4.38490364,16086983.187960686,-0.5488166,163046.10880639
767,PENDLE,Pendle,0.97155774555249,,20.76852984,16111220.649778748,-0.23593719,11973.73524766
768,VAL,Validity,3.71875608514813,,0.52935318,16048676.241571933,-0.055927,7079.71892108
769,TRTL,TurtleCoin,0.0001550968554,,3.05566204,15924885.374574851,-1.72277108,437533.73989341
770,ARCH,Archer DAO Governance Token,1.37866715942402,,10.79050708,16026946.976152413,-0.23547648,644469.72107067
771,TIME,Chrono.tech,22.5080909496685,,1.69489994,15983265.480450997,-3.34356583,355073.85979206
772,BIKI,BIKI,0.05625582774236,,-1.72599414,15858437.164088715,-0.49697021,1461708.10307595
773,DIGG,DIGG,25264.444517166587,,6.42061808,15791129.547530524,-3.48270374,24468.36760018
774,BIDR,BIDR,6.941217879e-05,,0.85327482,15667400.232216047,0.02993483,27452797.46649827
775,DHT,dHedge DAO,1.26982160398142,,-5.97321313,15744680.379413808,0.43450243,3251154.42747096
776,vLTC,Venus LTC,3.78320707411511,,5.62895237,15671473.753258802,-0.11013829,0.0
777,PPAY,Plasma Finance,0.12708983374443,,45.21133875,15646829.521241521,10.91265494,689593.66106043
778,IBP,Innovation Blockchain Payment,0.09293828604528,,12.6582915,15590888.346947296,-0.09007045,660105.70579285
779,AWC,Atomic Wallet Coin,1.47169778639364,,2.31942222,15605381.024701854,-2.92217274,35585.3099004
780,LGO,LGO Token,0.2877512540455,,2.37685399,15534408.274079772,-0.62963968,61042.54175923
781,GLQ,Graphlinq Protocol,0.04590804061404,,4.94185067,15608728.988429334,0.16235181,1221320.93284644
782,TRUE,TrueChain,0.19442028970817,,5.3073918,15471100.115968125,0.79321925,6715152.12578778
783,FIS,Stafi,1.37061673200936,,5.556169,15374909.638715781,-2.94422587,3664837.65002411
784,DMCH,Darma Cash,0.07080264600992,,-67.85463364,15137142.03039218,-0.73663475,506.66373485
785,WPP,WPP TOKEN,0.01100351944206,,30.61791603,15326851.843579674,10.89264984,43240.21014383
786,LCC,Litecoin Cash,0.02114509081179,,12.67232449,15349582.471826334,0.52603945,5319.47560462
787,ETP,Metaverse ETP,0.19486856976984,,0.69604641,15282424.410434822,-0.18664664,197999.24347672
788,ORAI,Oraichain Token,11.44338007558729,,12.2896478,15325819.104247691,-0.09075673,362489.67101875
789,OPIUM,Opium,3.71438928333127,,4.15873403,15456331.543355215,0.92989813,83926829.4502894
790,ACM,AC Milan Fan Token,7.60508486316191,,5.17526143,15211363.724647336,0.76835031,3861208.93078135
791,ONG,SoMee.Social,0.10563709721959,,17.85819655,15845554.019228777,-13.18604102,313991.76366412
792,CREDIT,TerraCredit,0.15805055198598,,16.93447598,15027970.420406813,-0.02139999,2747.95892626
793,SLICE,Tranche Finance,0.75137191675624,,3.58299897,15027438.3351248,-0.27842406,32394.16798844
794,WOM,WOM Protocol,0.14541115060257,,4.56359374,15007514.055257214,1.86420509,110454.08320846
795,UBXT,UpBots,0.0424413299138,,1.16518373,14997533.169285899,-0.12151567,312926.65107916
796,DOV,Dovu,0.02118446032484,,10.92479872,14973441.730788717,0.70908272,2417690.38116558
797,USDJ,USDJ,1.00628874053714,,-0.08221321,14942151.746381508,-0.02606549,9349543.19470016
798,MARK,Benchmark Protocol,1.4681229421656,,4.32445698,14888430.741505105,-1.79020366,192661.0550332
799,XDN,DigitalNote,0.00303372724656,,4.8518867,14854859.33326093,14.18454639,75295.16369787
800,TRIAS,Trias Token (new),9.42423848530867,,2.86118628,15078781.576493872,0.0963298,12238324.91624617
801,PAY,TenX,0.07198786391765,,1.73446798,14773223.882643683,-0.11254359,2530423.12671215
802,BUNNY,Pancake Bunny,28.46193276980302,,27.97753719,14522188.881002136,2.43833846,60612484.5088222
803,SPIKE,Spiking,0.03324523735507,,16.78064347,14724136.03312377,-0.2916551,152.68585436
804,RINGX,RING X PLATFORM,0.06543271495702,,4.59043481,14648684.237911412,-0.39562687,173127.00717703
805,PRE,Presearch,0.04168499354301,,-1.30963916,14617319.695442615,-0.47645978,130435.0627517
806,BTCZ,BitcoinZ,0.00153944855412,,-5.36855249,14628835.978318937,0.23516952,10467.5536493
807,TEMCO,TEMCO,0.00467440806108,,1.09727174,14541938.662063614,-0.03395985,118864.55596368
808,DNA,Metaverse Dualchain Network Architecture,0.00072702372813,,9.10528155,14644916.424193898,4.49731678,213705.34926112
809,BANK,Float Protocol,190.6468849622734,,7.63721533,14326930.60192906,-0.27747722,667859.18138131
810,WPR,WePower,0.02087581572124,,6.71688913,14379024.208440855,-0.09605432,98622.06612694
811,MUSE,Muse,28.16014898373665,,68.20017136,14320956.406275209,7.38652066,2175009.4959036
812,RAINI,Rainicorn,0.03134141394471,,4.74519498,14133882.306646844,-1.29547065,407071.54884831
813,RSTR,Ondori,0.00037921590582,,4.8518867,14321789.394778179,-0.08852191,0.0
814,GMB,GAMB,0.002864748925,,4.68089048,14323744.596352512,1.14567306,27342.69460503
815,MEME,Meme,506.56815932959347,,5.33335751,14183908.461228617,-1.94985943,2467852.06375561
816,DXD,DXdao,287.9833049078012,,1.55126896,14203336.598052755,-15.77923997,1294705.61000995
817,GOC,GoCrypto Token,0.05787469625882,,1.12812169,14195415.085934127,-0.22167627,34776.8009912
818,ROOBEE,ROOBEE,0.00566665021661,,8.96906481,14173383.131862856,-0.16460723,805238.92489592
819,NFY,Non-Fungible Yearn,194.30349258528102,,46.19018276,14095724.834982755,0.20729797,710625.63096997
820,LAYER,UniLayer,0.70477672360242,,16.3625863,14113240.577675465,-0.10454006,2578736.12078478
821,PTF,PowerTrade Fuel,0.60129461566868,,4.95860365,14017131.166937536,-0.39413994,50143.19584916
822,LABS,LABS Group,0.01832712720604,,37.61564621,13873024.451822503,0.16958733,1160000.11505926
823,IDLE,Idle,7.75664288458867,,7.36607965,14016372.971989218,0.50594853,106281.89178327
824,BIOT,BioPassport Token,0.0269026585633,,1.39060591,13894758.323809793,-0.02009439,241927.28899185
825,EMRX,Emirex Token,0.51379811007146,,5.47582026,13902742.31786777,-0.63654222,405783.95409754
826,EASY,EasyFi,5.4967432586382,,2.72624631,13878363.56111417,-0.51993671,2463959.69993913
827,CS,Credits,0.06256235211694,,-1.11998895,13979959.41851789,-1.96559832,683711.80359362
828,JUV,Juventus Fan Token,10.42364890947106,,3.03685529,13716813.15673807,-0.81178434,3409590.78715148
829,OST,OST,0.01804193512894,,4.19496466,13777999.241851965,0.01090623,530917.58057745
830,RBC,Rubic,0.13466521789638,,4.11215956,13782985.051694494,-2.67478136,494704.18099686
831,PROB,ProBit Token,0.3156106805802,,2.66376009,13571259.264948599,0.37116798,254689.0886303
832,MRX,Metrix Coin,0.00083737223979,,5.05150667,13370063.348336965,-3.90889664,377426.27306154
833,CSP,Caspian,0.03043966076013,,9.9735405,13668512.51922532,-0.0662527,6700.17058587
834,MWAT,Restart Energy MWAT,0.02730321592773,,-1.94224834,13651607.963864999,1.73370867,279396.74775711
835,VNT,VNT Chain,0.00502207028138,,25.30253882,13648043.962665474,-2.68211441,105614.2216428
836,ABT,Arcblock,0.13722209447146,,2.13084894,13523828.211697048,-0.26950331,9523447.99549269
837,TNB,Time New Bank,0.00327552168373,,2.15619371,13345875.357159361,1.01380023,1504676.12291018
838,IDV,Idavoll Network,0.02043924099091,,-3.32254541,13252171.065402424,-0.93285895,199578.70822758
839,SMART,SmartCash,0.00936081145978,,-2.16303678,13234870.314772982,-0.36804297,462825.90338686
840,SYLO,Sylo,0.00542976099379,,3.88262509,13203101.809879066,0.01759955,274878.36229161
841,OCTO,OctoFi,16.55182369292474,,-2.14641691,13201981.61344539,-0.65230954,379319.68829715
842,SHA,Safe Haven,0.00437028715733,,3.26105597,13136451.233929882,-0.96864377,463045.13398749
843,NVT,NerveNetwork,0.04740904576512,,3.73372816,13131532.164352851,0.45550417,171826.45707411
844,SWRV,Swerve,1.03165888236953,,5.93526386,13082567.28402967,-0.67691445,5401108.99943059
845,BLOCK,Blocknet,1.68404197117031,,4.03623986,13066666.672105487,-0.08059136,6821.61405836
846,ELAMA,Elamachain,0.01730916820751,,7.64640643,13144720.380317377,4.4007657,3395877.6048284
847,EVX,Everex,0.57193007752237,,2.49633667,12982812.7597578,-1.00955943,678889.66280051
848,TOP,TOP,0.00234651773423,,0.36547682,12934979.42176158,-1.99061616,679825.84293806
849,BHD,BitcoinHD,2.12767514752952,,4.11455864,12942682.709910732,0.84607742,2628003.32840998
850,PART,Particl,1.31218401765707,,-1.39698789,12852497.14831913,-0.95709009,3196.69710112
851,SCC,STEM CELL COIN,0.03981767011104,,4.8518867,12767859.160950938,-0.08852191,37921.59058195
852,SENSO,SENSO,1.04167806410192,,12.0138563,12751529.103145014,-0.29604991,683130.58971067
853,FOAM,FOAM,0.04002420108566,,7.78622979,12668262.318262313,-0.75324502,11852.07838729
854,PMON,Polkamon,7.39954917811169,,12.94100611,12682093.719462264,2.22467204,932943.65388603
855,CMT,CyberMiles,0.01573301088283,,1.94272089,12586408.706263999,-0.72112339,2362735.04997768
856,SHARD,Shard,0.34939285386662,,21.06284068,12578142.73919832,1.31296718,51149.19152738
857,XCASH,X-CASH,0.00020304974493,,11.45221883,12569415.14753634,-0.20428392,399.18867035
858,BRG,Bridge Oracle,0.00155475808217,,-53.85090729,12441434.136849469,-6.14071834,3287332.51175798
859,WGR,Wagerr,0.0569644047306,,3.55007497,12347672.954548152,-1.49724296,4429.20342447
860,MOON,MoonSwap,0.58149834712902,,7.27315036,12442382.305568123,-0.77453244,5127.18678765
861,VNLA,Vanilla Network,19.1092676607568,,16.72865816,12274974.653883891,8.86858246,65621.07569493
862,BTC2,Bitcoin 2,0.71255871482691,,39.51524899,12367478.443967035,-0.48762023,28.84626343
863,BHP,BHPCoin,0.61195952469587,,7.18246281,12347861.152546557,-0.57747323,2773876.20564759
864,IQN,IQeon,2.23288951526471,,3.27714822,12262717.057100276,-0.11277701,925548.91075683
865,CBK,Cobak Token,4.36308555780288,,0.55435789,12254423.882778637,-0.84818216,55512.68333116
866,UBQ,Ubiq,0.2871273774101,,0.86104817,12234238.951310644,0.0440355,29044.85555086
867,HZN,Horizon Protocol,0.30560956735991,,15.35886012,12224382.6943964,-1.6273732,104128.41917453
868,DOUGH,PieDAO DOUGH v2,0.79447100714835,,6.24722575,11978344.244948616,-1.92697963,537312.69553179
869,NCT,PolySwarm,0.00779282533781,,-3.80917244,12051270.302679705,0.67738312,14670.9257167
870,MBOX,MOBOX,1.10639614083237,,20.61243826,12007471.33362517,-3.43946599,7823697.94508842
871,SAITO,Saito,0.01161471924034,,8.31349076,12055497.55783781,0.91890242,188360.56223097
872,AMLT,AMLT,0.04109062744018,,7.02314628,12003027.631640311,-0.01334442,34870.28249356
873,FNX,FinNexus,0.34546375236929,,11.67038276,11908871.264504297,0.08569281,868477.05546588
874,ENQ,Enecuum,0.06541541511004,,14.79220061,11699152.79177999,-3.31542833,687618.23256817
875,MEETONE,MEET.ONE,0.00621658082601,,393.56857305,11894009.197119974,-3.22072543,21459.20265813
876,TERA,TERA,0.01400272428431,,53.70420278,11828257.025272492,-0.02026456,24588.61786018
877,ADK,Aidos Kuneen,0.4728632718166,,4.90741444,11821581.795415,-0.31323865,983966.00251574
878,NIOX,Autonio,0.13571045966381,,3.39651813,11777894.47033224,-0.29108529,382114.86037222
879,BWF,Beowulf,0.0117556930804,,1.39639209,11755694.244213615,-0.08852191,17.08367656
880,PCL,Peculium,0.00566144449517,,1.3853324,11834261.100366982,-0.7661532,228630.53844142
881,POLK,Polkamarkets,0.51642275264216,,9.21668965,11826081.035505464,-0.95324746,436768.61297799
882,CYC,Cyclone Protocol,958.0779369117884,,6.29686662,11807335.400234811,0.46328109,1240450.12784477
883,CBC,Casino Betting Coin,0.07494374496718,,2.51664842,11681084.385163076,1.15895801,27309.14222413
884,RIO,Realio Network,1.77746253253884,,7.71490345,11675289.447860584,-0.7897976,341344.56636863
885,EFX,Effect.AI,0.04708542662964,,8.76754936,11873462.691241842,-3.00223474,44512.65424058
886,LTX,Lattice Token,0.405255702731,,6.82515355,11612154.710830305,2.59001814,637495.59662414
887,DAFI,DAFI Protocol,0.04250828420921,,16.81287604,11597820.452618845,-0.83429217,624725.25645467
888,YAXIS,yAxis,12.44326602410578,,1.09609617,11595834.77690424,-0.96761838,306576.85118071
889,HORD,Hord,0.35826011862924,,7.18002736,11626541.634936579,-0.06348763,716097.34993826
